Consulate: ABJ
+---------------+-------------+---------+---------------+--------------+----------+--------------+
| Case Number   | Consulate   | City    | Country       | PrevStatus   | Status   | statusDate   |
| Case Number   | Consulate   | City    | Country    | PrevStatus   | Status   | statusDate   |
|---------------+-------------+---------+------------+--------------+----------+--------------|
| 2023EU91      | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU710     | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU840     | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1117    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1227    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1462    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1512    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1758    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1794    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU1979    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU2124    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU2165    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU2737    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU2832    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3051    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3083    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3226    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3260    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3698    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3725    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU3966    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU4650    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU4830    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5062    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5210    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5262    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5356    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5687    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5699    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5911    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU5993    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU6200    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU6373    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU6566    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
| 2023EU6830    | BKK         | Bishkek | Kyrgyzstan | InTransit    | Ready    | 16-May-2023  |
